,000001.XSHG,000016.XSHG,000300.XSHG,399673.XSHE,000905.XSHG,000036.XSHG,000808.XSHG,399359.XSHE
2012-07-01,11.298463575113896,9.407014218325797,10.546732795173968,,29.400407811785392,28.275266725062007,31.881963090299735,15.145058982763532
2012-07-08,11.290583956958562,9.432636227045485,10.699849536055387,,28.155975701829636,29.277372844882237,31.96976307960349,14.764642716433189
2012-07-15,11.092339457006332,9.251369124513014,10.54483781786383,,27.82720259791454,29.377035602794148,32.478157896532345,14.631140675992798
2012-07-22,11.026979904416173,9.232239461756588,10.437580088455777,,27.349918873042068,27.77080972499695,31.76871187123524,14.555634681416647
2012-07-29,10.827626920906502,9.097957339107642,10.249144889281027,,26.713086100023098,27.491678104036662,30.736915985969322,14.209667072714266
2012-08-05,10.868851843673436,9.178188647891103,10.326071571615442,,26.622132159230922,27.18831489387532,31.530266047637095,14.214701847995306
2012-08-12,11.016380833165542,9.21696015900255,10.437469226658953,,27.756333092703972,26.816156801510534,32.547008747214115,14.329320541638124
2012-08-19,10.784972567855876,9.047786170892307,10.18567958884695,,27.13038653530643,25.345656714032604,31.236834015625224,13.883473168752033
2012-08-26,10.740200543465257,9.017795480565098,10.094265119828012,,27.233468656980126,25.70589577459462,31.31403126770235,13.739947850857734
2012-09-02,10.511548542517646,8.810206289395026,9.830201402686983,,27.711001228627786,24.539189713227046,30.426687569968372,13.47710803822402
2012-09-09,10.886700996853161,9.08479538964402,10.181037771348874,,29.453572949247295,26.26805120960334,32.01314130774953,14.044021253862844
2012-09-16,10.85765420515123,9.061724929948607,10.155295260977699,,29.501232369794323,26.200148009161413,31.996761306571123,13.816786664095433
2012-09-23,10.380165856556026,8.7227075971668,9.711717379796237,,27.766226642412704,24.74579358088021,30.46013350772522,13.182896124078535
2012-09-30,10.687008590337815,9.007248220019655,10.053807203175642,,28.261118412996595,25.83157631915158,31.050158039561055,13.594554702258241
2012-10-07,10.687008590337815,9.007248220019655,10.053807203175642,,28.261118412996595,25.83157631915158,31.050158039561055,13.594554702258241
2012-10-14,10.802780806038918,9.065507834578497,10.140471490962872,,28.644626663157837,25.820125825402954,31.741735236924075,13.71014004768362
2012-10-21,10.915295271971514,9.1648040748495,10.241910632274124,,29.193744681755643,26.619633962513944,32.540703642196895,13.718290072592172
2012-10-28,10.616957659264013,8.92473662666444,9.932131265649097,,28.78865916430822,23.473226244748744,30.662853636144114,13.268365938009627
2012-11-04,10.951114026898269,9.117727938671853,10.200237003238398,,31.595168689148895,23.920681595251295,31.529767998439826,12.915089671535556
2012-11-11,10.734246697650777,8.967526193207602,10.000005008434218,,30.326731283213405,22.898048467683513,30.385670034000416,12.649537715657221
2012-11-18,10.461382665534341,8.779441809805494,9.753611430788345,,29.259499807484623,21.90501347674095,29.49469095142798,12.404085776976055
2012-11-25,10.517711899159918,8.835190854450609,9.79696149878402,,29.21874892396106,21.634371155936968,28.99175491574212,12.629337313128117
2012-12-02,10.308932963736925,8.779603291643584,9.650713099173647,,27.40050653520901,20.68310715831929,27.7884194847832,12.475254907970857
2012-12-09,10.736796589084824,9.123173755931003,10.034512115333271,,28.722002335855073,20.219278254574572,28.45464078858518,13.026703440993963
2012-12-16,11.205096951594628,9.535598503446657,10.481005593821079,,29.84769540989949,21.083868785452147,29.023082759817523,13.395252547409603
2012-12-23,11.200784318392087,9.511931699614156,10.47871985663277,,30.23602102849533,21.511386640030956,28.929750771516236,13.259777263029594
2012-12-30,11.610517847117858,9.832122108276922,10.855961409149078,,31.77871106123602,22.045237002830856,30.355444190574172,13.74332514988028
2013-01-06,11.888795879757494,10.06222660990444,11.016239692388583,,29.181323385871373,21.895947692234934,29.66314406031665,13.505979303119275
2013-01-13,11.694173183917203,9.810367454637351,10.823191220074422,,29.237303308876985,22.510718395540955,30.860280212695525,13.158309221970741
2013-01-20,12.030384279102611,9.977138624856307,11.114933135045348,,30.94755704996246,23.05356044954384,33.27540354537649,13.67615060792494
2013-01-27,11.94729188056119,9.986457899542645,11.050266660884596,,30.041847329642774,21.938909743647944,33.18803635406154,13.259475868682754
2013-02-03,12.641858798921472,10.674580881492997,11.724891752255239,,31.2193123412731,21.71962378461788,33.71644557618931,13.76573650506711
2013-02-10,12.658499008613077,10.59908074559009,11.73465316053146,,32.121611655764475,22.640491504482522,35.126328614123175,14.058484436346678
2013-02-17,12.658499008613077,10.59908074559009,11.73465316053146,,32.121611655764475,22.640491504482522,35.126328614123175,14.058484436346678
2013-02-24,12.034145292354104,9.954184183852128,11.082498982630385,,31.595935102984946,22.89210981042439,35.44158703342025,13.616257180239336
2013-03-03,12.251024011154014,10.110528746723853,11.271705679946738,,32.76627125051123,22.315846048064603,36.19470026816651,13.80015009371949
2013-03-10,12.021304062667697,9.905122531565958,11.031882507421399,,32.08022093540789,23.009929278407874,35.754770808302595,13.740891483076606
2013-03-17,11.84500549197776,9.78312879883146,10.899339149962318,,30.827858252258892,22.18990065144322,35.05677237165481,13.510648575761449
2013-03-24,12.081311320586003,9.935032238493145,11.107546018432387,,31.867384110168487,22.24298427078898,35.91804832143544,13.534918277418631
2013-03-31,11.399278890085169,9.267162817029355,10.522618546042391,,30.680511410544888,21.622571198036496,35.240703465757534,13.866055779579247
2013-04-07,11.34993976793575,9.279177852550777,10.507695090570799,,29.987704412562376,21.104474200992794,33.837705635008746,13.717163556205643
2013-04-14,11.231239197536633,9.197309569595518,10.40275754786441,,29.956894103023696,21.243525273494466,32.95080979256085,13.294674644863848
2013-04-21,11.389272861520316,9.321887603443757,10.573747671795575,,30.785465994305003,21.183437990147198,34.570053052560844,13.345514168887528
2013-04-28,10.969559495150223,8.936090219557586,10.181295149552858,,29.660753342347373,20.452053144327117,33.69643219027626,12.445541057216115
2013-05-05,10.956063685529795,8.91299539373548,10.175298009309225,,30.49243324755369,20.512261705294858,33.421623081081755,12.369116961314422
2013-05-12,11.152523748238123,9.001668975860493,10.339337525420058,,31.65117649462306,21.941894229584097,34.226406359351465,12.783730802346104
2013-05-19,11.311982452992115,9.081852050762626,10.497882564224605,,32.751517831151915,21.973221376909496,34.78187430806391,13.039575949324346
2013-05-26,11.30920619601188,9.015104506040624,10.475856271391253,,33.545540962628394,22.327997474495934,34.6052512394849,12.889999849947417
2013-06-02,11.365496603452941,9.035099114639527,10.497684897851128,,33.9939962388267,22.262948341060493,36.01994915897413,13.019820995577097
2013-06-09,10.954455430539776,8.752536328566082,10.126051240785344,,32.012825780024784,21.632326959597773,33.9388201189921,12.39493276945144
2013-06-16,10.717367150027501,8.533394837810734,9.891812642809159,,31.731142981959444,21.42356052548592,34.25682261122055,12.098597746653729
2013-06-23,10.220618605332037,8.183499711198772,9.410717812821368,,30.51426762526954,21.533888529120798,33.429143822356984,11.621731904037256
2013-06-30,9.813246523480084,7.848966889920639,9.049119332597162,,28.74749531677713,20.96476395319672,32.29590540064568,11.125290332762152
2013-07-07,9.971019153814224,7.9665234153724125,9.2021538128248,,28.123223399357627,21.84782209346764,34.05459643006311,11.366785248182818
2013-07-14,10.118138302700816,8.099054204826931,9.344893945816613,,28.505211299397235,21.817738128211598,35.042184723730415,11.546919580358098
2013-07-21,9.884176159750881,7.872800659978905,9.091429666078811,,28.172201287476817,20.983614225212204,34.86445969978447,11.206526655545645
2013-07-28,9.949922081056688,7.857484591439904,9.144860382403776,,28.847438089811497,21.545068742120545,36.393671237146194,11.475589234416011
2013-08-04,10.029191235699523,7.924394068695821,9.215946873006056,,29.04540044992388,21.642288682951648,36.33782246053068,11.378441089285047
2013-08-11,10.121934970259797,7.945177751663508,9.299649483006837,,29.647242917733983,22.048135508480577,37.49230995923174,11.368400159688148
2013-08-18,10.199864805608632,8.0809150227274,9.367636284492484,,29.197936736449503,21.423992137299187,35.15269136942082,11.408509296486331
2013-08-25,10.057956086413016,7.873748730537499,9.217181483175644,,29.555698725068044,21.685548844471118,35.44094544635798,11.15793402407989
2013-09-01,10.030324214024123,7.796581788435542,9.137610355370827,,29.7761197218675,21.552674253647663,34.198921554389614,11.318764146964819
2013-09-08,10.23064269236362,7.942484613108626,9.278411524783126,,30.88238513166887,21.287659635607273,34.86989875814686,11.453263550830865
2013-09-15,10.697054847646465,8.37517841614796,9.727661377284342,,31.475013659691935,21.88703352637665,34.52470379104193,11.934750548098226
2013-09-22,10.484958390278543,8.15333028543197,9.520701847209304,,31.327507952774088,21.219618729847188,34.87354620660865,11.663464368759813
2013-09-29,10.321911036124124,7.9391449544392785,9.378530734305114,,31.34133024402704,21.74688031759468,36.93375002254513,11.29119748195161
2013-10-06,10.389543904349987,7.9617807194007435,9.422746101194269,,31.764803480505652,22.01547991042077,37.072063034780044,11.380170650794424
2013-10-13,10.634709562213004,8.056849248894709,9.603780838384347,,32.972896960151125,22.773111238151944,37.21512037544827,11.820792814623154
2013-10-20,10.462147311885282,7.942536031082932,9.456290105411137,,32.32897816694245,22.81289214135455,36.554288010239354,11.69579284449982
2013-10-27,10.156704544639556,7.784368959153211,9.193068587955096,,30.96591512648704,21.833846046918197,35.08747365040575,11.167137235778316
2013-11-03,9.848521960669823,7.6889942697017934,9.028678714336674,,28.991320678577477,21.040852819205956,33.43123674566298,10.967251925464371
2013-11-10,9.663988963175692,7.553622465081401,8.83779203523184,,28.468834623840642,20.567783677369555,31.685877513493555,10.862797652375034
2013-11-17,9.788733686074782,7.589771736947428,8.937974116979282,,29.32849697262022,21.790899684425987,33.398655888218826,10.803636814031051
2013-11-24,10.074417138915642,7.837017487293669,9.173314581235148,,30.17543193353863,21.723749802610833,33.339086571421454,11.016574514882517
2013-12-01,10.164569025739969,7.833718097782975,9.232877214711001,,31.05446672735264,22.135435909807,34.41520960821583,11.099325483062298
2013-12-08,10.254470682077098,7.9472295364969465,9.327244258452826,,30.80859917518871,21.910517929435137,34.19779422558633,11.281746928015977
2013-12-15,10.051925416101104,7.703445842725545,9.111324073472774,,30.911159180527157,21.80006325913318,34.253572234591815,11.066283968437938
2013-12-22,9.528860013535306,7.451059183183742,8.769323093081985,,28.533902538977475,21.15065414589822,33.287717279197786,10.479729775128854
2013-12-29,9.641638695200442,7.501480145029341,8.87360928303809,,28.9751956887267,21.266514884594933,34.34962413176007,10.460973316628252
