,000001.XSHG,000016.XSHG,000300.XSHG,399673.XSHE,000905.XSHG,000036.XSHG,000808.XSHG,399359.XSHE
2014-01-05,9.566736848369223,7.424773494961912,8.797808430841492,,29.119283253846664,21.006312221369626,35.08705045966236,10.312532597789934
2014-01-12,9.232906463070236,7.246716311639131,8.502081801620543,,27.765091872730284,20.3915741436633,34.08491038407095,9.92397624962553
2014-01-19,9.199791176907635,7.205398674885689,8.4487428567175,,28.082677441855296,20.181981164786734,34.2981895883646,9.78922543994548
2014-01-26,9.405695844937217,7.257397373336425,8.601917012116251,,29.592201334698277,21.074644444047696,35.16208893104837,10.21472450463505
2014-02-02,9.32257271665707,7.163970572512596,8.485223178643146,,29.473811365898975,20.107155834845383,35.03224029875855,10.031577770391817
2014-02-09,9.367723458624337,7.150456045207058,8.501169129016143,,30.02813324419844,20.426935055032164,35.1650015205295,10.080112544094373
2014-02-16,9.693501875329696,7.334899490860846,8.773826443548323,,31.359078621830854,21.329452666881405,36.678546570725395,10.457282334811513
2014-02-23,9.653482020955819,7.321108592516852,8.716536743839217,,31.268681820831258,21.326728135584844,36.97344456488181,10.287015974753109
2014-03-02,9.427915859526221,7.198688048037022,8.471937574913373,,29.84916646985537,20.683997823096703,35.2457671549006,9.906766770133952
2014-03-09,9.378589713194279,7.176833797329377,8.394486931953011,,29.966649514201283,21.306022362175298,35.38852223947664,9.862374732901502
2014-03-16,9.173550553348287,6.982176428314757,8.202448905552895,,29.083237238275892,21.59661477640045,35.19757614993355,9.533520718033122
2014-03-23,9.344511247271331,7.132419606683111,8.342503415775463,,29.89521139718113,21.797538424973443,34.956936032738405,9.658971267986164
2014-03-30,9.317163989302887,7.142567986992055,8.3233788389294,,28.975382603979206,20.172097073971205,33.62774734391395,9.995408275085623
2014-04-06,9.31329297458886,7.174685663140484,8.338948704475142,,29.56095893589831,20.73166217829406,33.70649756954814,9.5243686495818
2014-04-13,9.634746328912346,7.464602784667855,8.659035594190016,,30.08954044638605,21.37643865896931,34.55664518561718,9.871131720015859
2014-04-20,9.449349752792749,7.280296047800276,8.46912201973785,,29.928403227690843,21.157007844021223,34.31342448935404,9.5982203441925
2014-04-27,9.154147577355422,7.1578226798836155,8.24968572835082,,27.95160460351825,20.020788324860575,32.292989855936675,9.099097515417924
2014-05-04,8.988608042107648,7.017766730215084,8.10257893431933,,27.542952524700024,19.79525826438893,32.30076971662695,8.850823577737433
2014-05-11,8.92920480307107,6.978109841200892,8.036822749550128,,27.20436976651393,19.352319131057587,31.862408184207506,8.806261537047451
2014-05-18,9.002573759166731,7.047662856966649,8.105344771215256,,27.31220133650749,19.122317833757332,31.571004799618834,8.926904448912362
2014-05-25,9.045246635044274,7.073517940527609,8.13477032569889,,27.72987997419653,19.121461261176243,32.01567130483383,8.967643767580395
2014-06-01,9.056888838003683,7.08970944256252,8.165688681751949,,28.06429524007575,19.208035486669875,32.69431611840833,8.933835380522211
2014-06-08,9.023691349975365,7.06531819968062,8.123740108781568,,28.01832528274155,18.78488548332247,32.69286490701295,8.878452170601797
2014-06-15,9.213274115019846,7.219357524038813,8.29575245342107,,28.56985163603008,18.91544532559481,33.17393282152559,8.993352543244903
2014-06-22,9.02587889809223,7.09758893029947,8.223460823437609,53.37792195925916,25.909941030316237,18.033445852811752,32.447921417018854,8.856228686092033
2014-06-29,9.04613445715212,7.060496151450533,8.220325897264804,55.82805496156379,26.610735112644385,18.33778551680029,33.28990840967681,8.82119465103688
2014-07-06,9.164649268906594,7.075837118973027,8.300458075448853,55.2519051734348,27.39622690812566,18.747605647831765,34.172711739476014,8.966094733391987
2014-07-13,9.06977656107549,7.0057024227538465,8.175351218263385,52.83980746460229,27.54182765047477,18.37974594503571,33.54626780783071,8.962693495111672
2014-07-20,9.134922826382548,7.031521227899823,8.227415711885751,50.29393130232351,27.60557777162436,19.37042862806658,33.36549222752135,9.143324202214583
2014-07-27,9.436518060233357,7.314048451843344,8.53293419644885,49.58674306315541,27.850529325933252,19.821429120748604,33.36459187410996,9.421352280353812
2014-08-03,9.70701183186202,7.540009761386948,8.794539727504084,49.30303408576201,28.53491092329098,20.40223952461077,34.60342444243518,9.544622667694803
2014-08-10,9.729267717767264,7.481121862272345,8.7842490727057,51.037624358464214,29.10666444482829,20.281861973562112,34.59144151644414,9.57426741872332
2014-08-17,9.838678387022432,7.533830713504394,8.85280064327035,51.064848627180574,29.983990343766877,20.502224986502988,34.831989060019616,9.703182527890764
2014-08-24,9.866968139937995,7.454197234013078,8.82432848315968,54.43444083521619,30.73470893609294,20.603622392818576,35.10290174786869,9.794218660876446
2014-08-31,9.617846475924395,7.237281471903799,8.598402202358455,51.87710172346812,30.20978443908133,20.26787183298259,34.008817013013505,9.579858522700565
2014-09-07,10.02610021145442,7.535327536914043,8.938145148007152,54.29528087139076,31.49658035356747,21.362393680260073,35.16157542526881,10.009808894735889
2014-09-14,10.08439297406844,7.439884207191131,8.888656250678768,55.48097894830607,32.23072939753494,21.116992469913736,35.50010831382366,10.05066336759943
2014-09-21,10.078256336217402,7.376298352446908,8.84071479767718,54.27289236783875,32.23491519419694,21.091661098766448,36.17049695596876,10.13335128941341
2014-09-28,10.168612143972016,7.339926262439066,8.851100065870956,54.66613879643649,32.87984236950421,21.251100579905913,36.622496918721424,10.264598377162125
2014-10-05,10.224917226070096,7.342423554915173,8.885826619323655,55.57587076889933,33.46811672508534,21.341680961881167,37.17177436169226,10.366321741363455
2014-10-12,10.262799190021916,7.328994800470795,8.912654212140193,56.77979710176795,33.80775484933477,21.295658247430715,38.10501706215061,10.422777961036527
2014-10-19,10.132198488725031,7.269646605770318,8.826580548442408,55.144001022181456,32.8998015573841,20.940801388667108,38.17502972956215,10.175663630791824
2014-10-26,9.975302434982135,7.183933193722491,8.65712805365635,52.42915685638142,32.393008275636966,20.460643214003696,36.82940181768532,9.958583473661593
2014-11-02,10.326216024043381,7.3460790322303104,8.930951336301176,53.08357638251275,34.76259998074739,20.324502467976636,36.62574743996644,10.485218493844524
2014-11-09,10.318119011461432,7.239623655401997,8.881310682421521,53.70241077301562,34.836555383548166,19.746847794788135,35.858938901897425,10.747842309575256
2014-11-16,10.621574204219142,7.5771554866798745,9.207485075923852,50.937954519014355,34.3095933318513,20.7393613124196,35.31051323909875,10.997837109019692
2014-11-23,10.632576350414691,7.49417483976665,9.15139696946325,53.56344163879489,35.150491134661095,20.49585804055675,35.65676503129197,11.092934746828519
2014-11-30,11.537410677363841,8.301423036282573,10.002048180450359,55.4336438500959,36.58787113877958,21.007565764927655,36.118740979906036,11.739370835260983
2014-12-07,12.757723185427677,9.619176224499398,11.285329187894044,56.13753928396955,37.27760678576492,22.066379673244274,36.44543206112522,12.215656758966455
2014-12-14,12.693117156167002,9.225331827829855,11.177263772755543,58.324705448834344,38.46687172064613,23.151290093417547,36.8927054068808,13.799973863918561
2014-12-21,13.527791623097263,9.892399501329434,12.144025270051214,57.02362153428754,38.87925832133372,22.97547346041788,35.4028215268289,16.014570125671586
2014-12-28,13.838612696144715,10.249587157815169,12.476649581654355,55.15750423995495,38.18761304930673,23.245199178631875,34.82218224776312,16.086521119084704
2015-01-04,14.319564874476383,10.880361368747499,12.976192026315884,52.52294472363707,37.610508448980184,23.34939870553348,34.55266220362028,16.234973096514466
2015-01-11,14.490930191604615,11.081866628365907,13.158602593045723,55.41496285114295,38.24390934399648,23.6601903241698,35.57249851241241,15.940721893782477
2015-01-18,14.932808398304733,11.566006422229826,13.590645325893735,59.1569140478958,39.06057649537473,23.690476071018765,36.27488975762634,15.752837987798241
2015-01-25,14.751244434194263,11.314678339994451,13.296449883570935,60.65786106136851,39.873821725645435,23.63919963540511,37.238947255162024,15.260722809481072
2015-02-01,14.037703874471493,10.454615990625621,12.655459180290316,59.908506185168605,39.82185717230633,23.335101737705596,37.0576244902295,15.011792566360096
2015-02-08,13.44194832630585,9.965880112447572,12.071865386860983,62.412174886801594,39.11604393733457,23.003117948047446,36.390430934578475,13.995907836332536
2015-02-15,14.075130037212613,10.450342858573796,12.645699962928877,66.24340343227121,40.71225424527844,24.248051375525012,37.6933089141575,14.680458839121766
2015-02-22,14.288578874172206,10.52519246668497,12.79916499204658,68.86786720667645,41.43127811805196,24.529927255619505,38.28188170879158,14.93611014175105
2015-03-01,14.563917681752441,10.687580785657937,13.01688094910598,66.44391513297124,42.08297333412627,24.9276476114223,38.23127460275387,15.67996308778576
2015-03-08,14.198581958030584,10.186483022476446,12.544791077241305,66.32822858256567,43.037279610088476,25.033559959911333,39.20132741446636,15.167701762010458
2015-03-15,14.83075274860894,10.658407497025182,13.069539013847608,70.81438361816717,44.20910287629304,25.858481610412525,40.22647199006583,15.644122979036187
2015-03-22,15.872743225615428,11.274858535545487,13.918854849257503,75.11105844872885,48.270384534103485,26.801214377169487,41.830072235303874,17.206910227879547
2015-03-29,16.542151170576222,11.67117788419869,14.47397263023684,78.69282017220988,50.031415983623326,27.41693562418431,44.159983570279195,18.130798765693502
2015-04-05,17.2375275521864,12.037160511411942,15.04195347733051,88.26243214080782,53.57073953939047,28.43431005638883,47.05684350772945,18.78126664120077
2015-04-12,18.04794004514229,12.736108497916401,15.718808791038237,88.351148176168,55.45412509565276,30.255093377803053,49.03071754881197,19.000858272364212
2015-04-19,19.258887010619166,13.813678192069455,16.833144798044913,84.39444974327125,55.36908027297907,30.629319852224135,49.582762816041395,22.271202315302034
2015-04-26,19.59185013720143,13.652767299862813,16.995516849928144,94.76973990696439,58.91815263215773,31.13401653329502,50.63176976691784,23.749953170957394
2015-05-03,19.73610887732212,13.882326740978442,17.044614035428413,104.5035113468769,60.852587255372725,29.999540731443,48.859928217842246,24.229500516453854
2015-05-10,18.70419083036908,13.173021667172527,16.192115690059985,108.27833167815716,58.81252132449286,29.2342878053156,48.33302020045879,21.84665659970254
2015-05-17,19.11847766146047,12.970186016964247,16.304792023302912,114.43275068363661,62.791874854788446,30.042947881015262,50.80123710759483,22.213534274692684
2015-05-24,20.44613869404292,13.47285840315097,17.237357033194485,127.07190926906398,70.44557559155119,32.824836669133404,56.11591314315263,23.985599490271188
2015-05-31,20.459744449458306,13.344882554944773,17.003386561887115,124.71028959446407,71.65998255072034,32.5551603217207,56.673106528346615,23.198319935930396
2015-06-07,22.309065951232608,14.23609731280277,18.402162833997817,137.96752373462564,80.09682601307843,34.38791144956079,61.3342095575176,26.281704097863
2015-06-14,22.98305458555448,14.481835480896946,18.78804598134366,138.63942358252365,83.16273404673612,36.36132707680769,63.253376379554,25.984456523759803
2015-06-21,20.03183749210491,12.190911332769202,16.73089617371614,116.06921832222208,69.14116902883111,30.892104377394215,55.16644747469728,22.39511515553334
2015-06-28,18.967720657912288,11.684893342966957,15.89415211487355,101.23237271566138,62.92668494794166,29.4921294377904,50.69935240116436,21.358752017244953
2015-07-05,17.009383035971894,11.421605352263015,14.665275186578228,86.51671012821332,50.99801680352647,26.72498411456573,45.04478094108023,17.825722051837595
2015-07-12,18.10302981418498,13.041585211370707,15.904020969541431,85.60293872759392,50.51222618357215,27.87676262678779,44.8818305321542,20.4517396165501
2015-07-19,18.257174800402872,12.5357813442118,15.689895012892984,94.066978579995,55.64255022139859,28.711359917892878,49.33095703919123,20.418400771151315
2015-07-26,18.54587267097656,12.237460848803874,15.615800941328459,95.36348180675702,58.73088105353487,28.966060215412043,50.35476441906594,21.157877852206493
2015-08-02,16.69774921611091,10.87108012276487,14.127384175373402,84.39206101707579,54.023390781978016,26.89095613137402,45.73285080902814,19.237763932623793
2015-08-09,17.00265693850094,10.909663028816336,14.32218149554655,84.23764561386056,55.7575122634245,27.56724029569592,47.480916083875876,19.82260200790902
2015-08-16,17.910942587368858,11.17922899961112,14.827886129622641,87.10862649958253,59.54792701820604,29.06187021771275,48.96282577499487,21.521573843303965
2015-08-23,15.815933964019397,9.969943931124034,13.108195370052867,76.19809569720604,52.452627393168754,25.79020351756347,43.81185878402215,18.63469797476117
2015-08-30,14.597266889771422,9.385175148825935,12.145802024395978,61.905546531479395,47.59830543261572,24.725848667885867,39.28735841453762,17.1748650650403
2015-09-06,14.391247380450261,9.814616892041526,12.456361417763334,56.430334580902056,42.71835835078759,24.013929060559356,36.90954346466789,17.773764491027443
2015-09-13,14.458126063722538,9.447432070653443,12.178318438242327,62.28770369383247,45.15981622418909,23.797953286642564,38.393321946876554,17.377705398436373
2015-09-20,14.045637952111159,9.421099926429374,11.887717900577949,60.04453771350822,41.92918905431453,23.27973549696152,36.77985281478758,17.146778006557387
2015-09-27,14.009598992205111,9.36174827574263,11.800378275213461,61.899613614535475,42.517353163231185,23.129608954210408,36.92052333316735,16.761879940533927
2015-10-04,13.809588124678978,9.137221981896815,11.628999174555647,63.52092698291473,42.65834538167094,22.905754372607873,36.95584673825738,16.35285019443119
2015-10-11,14.385546132877488,9.445751597100527,12.08957599476153,69.64037050694446,45.096055914292144,23.81248362280738,38.88190368263286,16.908604400554903
2015-10-18,15.277109766680642,9.845553875034428,12.70745982343168,77.37853257067614,49.53303805291481,25.308120929431585,40.82225097266404,18.013887941705665
2015-10-25,15.395867407542907,9.941754761369147,12.820418414108447,78.28601409202571,50.159479319997445,25.687019596485154,42.78105659268885,18.263096802031328
2015-11-01,15.762793282563837,10.121386848019807,13.027237692888425,74.03006002302362,50.96918501853145,25.42061434364427,40.7543030918574,18.021015110346777
2015-11-08,16.790364161020044,10.759590179471807,13.91759854362953,79.73353456666962,53.968760337061006,27.088493746851828,42.245818677532874,19.391078925448895
2015-11-15,16.73205301148195,10.591689670982735,13.765903631205692,80.52970900202952,54.90985046605836,26.570701876065662,42.350078112349856,18.9455912128123
2015-11-22,16.973859478967324,10.66254166164146,13.86478668882965,83.03276956649536,56.65565218149519,26.741061210192207,42.935205561799094,18.90790715361593
2015-11-29,16.098731707455485,10.114120319160888,13.114560025748656,78.51061100173658,53.68293078536143,25.8471569963325,41.05834012058743,17.541491863994445
2015-12-06,16.551577973616833,10.442540006786702,13.550415897900013,80.7163216605751,54.657002848680655,26.44057532003959,42.075323296328655,17.891444332083566
2015-12-13,16.136068281630617,10.151354584842785,13.230844747050963,80.4215916471847,53.12603506593786,25.601865846718326,41.41244596842705,16.997360044752615
2015-12-20,16.81032768582922,10.565570906811617,13.89135366583551,85.35017181539253,55.807375852086295,27.774296463620328,43.77505590109776,17.54775742041129
2015-12-27,17.055923034863905,10.734426297004607,14.073630205176888,84.08770474570211,56.443727530786575,28.54027679294834,44.7346803709515,17.598404345446717
2016-01-03,16.651247565385408,10.457120534239293,13.750283125732809,81.73543441352406,55.37802957228542,27.960129178098896,43.87574135730229,17.177705667660064
2016-01-10,15.09863807270555,9.727985967280034,12.597743941763095,73.65585360775387,47.83539382462829,25.079343609874353,37.97657015031612,15.693893114392367
2016-01-17,13.768635409583567,9.052102774739948,11.652275610000398,69.68410716249441,42.95087579905822,23.217320056912044,35.02891201809941,14.26386570363622
2016-01-24,13.84329909605256,9.050747882063105,11.659924564918686,71.01169091621696,43.325406183396645,23.403636052370935,35.476513643420056,14.643180375702173
2016-01-31,13.01748365474139,8.656020875045494,11.040640738610069,66.35908779688128,39.59285779421134,22.36233210239609,33.423692456030764,13.33460007050945
2016-02-07,13.163388338715334,8.607055719509647,11.071547226229706,67.4310147070796,41.023012654196634,22.97743761840001,34.74270604251089,13.512439066765554
2016-02-14,13.163388338715334,8.607055719509647,11.071547226229706,67.4310147070796,41.023012654196634,22.97743761840001,34.74270604251089,13.512439066765554
2016-02-21,13.60291827297947,8.766986510995414,11.351579882967263,70.63117374940727,43.19021813976128,23.595500008453737,35.870721760262086,14.007688165284089
2016-02-28,13.203162417212708,8.611393649365738,11.04112868639186,62.962807776981286,40.737799167522,23.158140259156777,33.781073548431635,13.405528805943538
2016-03-06,13.762969861698059,9.303418060386775,11.66530355986469,56.9091343295357,40.71904775191962,24.47932206765993,34.28011517299421,14.05273645221718
2016-03-13,13.442406486020783,9.12947888953535,11.401418752442561,58.160818109467115,39.73868494554872,23.11446184496343,33.84184857255563,13.717300787593526
2016-03-20,14.024638673294936,9.400105336900552,11.813392192625338,65.78401567137867,43.24819039898009,23.981686377333617,36.29307367507069,14.38007973608436
2016-03-27,14.19413375317468,9.441707855773375,11.898826998547557,67.03144121030782,43.834269546784,25.03174956117764,36.32206123146101,14.26820979812392
2016-04-03,14.318166429487164,9.400199765236152,11.940015515458123,70.72407158326891,47.321100331072074,24.93504533835797,37.19585046945222,14.249203700791394
2016-04-10,14.175540158771348,9.22603963942999,11.781238099959925,71.66224660410435,47.75695729303983,24.94469982383077,37.49115139155534,13.933885933668469
2016-04-17,14.666211113966405,9.450831304031073,12.160495689113944,74.01428626116373,50.79044014936915,25.238892039144666,38.57182221642457,14.594893073926707
2016-04-24,14.155337964881861,9.275469067393653,11.813562024111265,67.91947483576855,48.15320443021456,23.9866140990497,36.113607337960076,13.853708745233924
2016-05-01,14.33616130926821,9.355873951392923,11.951305309646255,64.75421735326681,46.778402411783624,23.956272193199474,35.48196135467501,14.189893962800461
2016-05-08,14.228356244125804,9.258495785119555,11.84839765024658,64.4170049527386,46.80116042256593,23.969579529501363,34.983839379379035,13.97597189391347
2016-05-15,13.855166248724826,9.104907337076988,11.645136493132108,60.971151669511244,45.00307261816534,24.071851645515938,34.36267827515895,13.75118871399967
2016-05-22,13.874619387326854,9.134808857009228,11.656001966821309,62.51072271174718,45.308004792955806,24.009557032297284,34.37781354819906,13.595015906430142
2016-05-29,13.867700968697342,9.12777824503249,11.626477640223147,62.83938005942219,45.37633096591761,23.888082252279656,34.096968966113245,13.485749130210129
